run_id,source,archive,source_sha256,line_start,line_end,code_revision,machine_label,dataset,seed,prefix,kind,tasks_with_metrics,planned_tasks,status,config_fingerprint,average_accuracy,last_accuracy,old_accuracy,new_accuracy,forgetting,task0_accuracy,total_seconds,selected_config
"1a48bfc6cc54-R001","/Users/luxiaogen/Desktop/loda_logs/9-16/9_16_imgr10_top2_top_class_gain_3090_seed1993.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/1a48bfc6cc_9_16_imgr10_top2_top_class_gain_3090_seed1993.log","1a48bfc6cc548d335dc111693fbfb17e25f90e60fb4e1849613def00ddd323eb","29","1297","","3090","ImageNet_R","1993","imgr10_top2_top_class_gain_seed1993","T10","10","10","metrics_complete","9938fa3f0c8dccea5c9786b449746dc345b90b665aa5fe1900a5d2c194cfaa4d","86.928","82.63","82.24","86.36","5.3033","96.23","6509.42","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_private_rank"":0}"
"a746a2acba8b-R001","/Users/luxiaogen/Desktop/loda_logs/9-16/9_16_imgr10_top2_top_class_gain_partition_5090.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/a746a2acba_9_16_imgr10_top2_top_class_gain_partition_5090.log","a746a2acba8b6e8b99e252d671d473b83757be929fc7c520d9bfba5eeaf874fa","29","1297","","5090","ImageNet_R","1993","imgr10_top2_top_class_gain_seed1993","T10","10","10","metrics_complete","9938fa3f0c8dccea5c9786b449746dc345b90b665aa5fe1900a5d2c194cfaa4d","87.002","82.53","82.14","86.18","5.3244","96.52","4562.43","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_private_rank"":0}"
"f4e898fab9c6-R001","/Users/luxiaogen/Desktop/loda_logs/9-16/9_16_imgr10_top2_top_class_gain_seed1993.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/f4e898fab9_9_16_imgr10_top2_top_class_gain_seed1993.log","f4e898fab9c63081417e304334faa510fc7c964ca714550bff46c3c717a95b4d","29","1299","","","ImageNet_R","1993","imgr10_top2_top_class_gain_seed1993","T10","10","10","metrics_complete","9938fa3f0c8dccea5c9786b449746dc345b90b665aa5fe1900a5d2c194cfaa4d","86.943","82.6","82.22","86.18","5.1256","96.81","4570.11","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_private_rank"":0}"
"62cc935c7ab7-R001","/Users/luxiaogen/Desktop/loda_logs/9-16/9_16_oracle_partition_5090_t20_seed1993.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/62cc935c7a_9_16_oracle_partition_5090_t20_seed1993.log","62cc935c7ab7da37a72c017642a748a8aea896414cb04fada572dc6dfb9ddf41","39","2465","6038266","5090","ImageNet_R","1993","imgr20_oracle_partition_seed1993","T20","20","20","metrics_complete","02f91f1c9e8528a928dc1c025b3ee0f363e4b2cb800246e3ce4222fc00d79747","85.763","80.92","80.66","86.35","6.3942","96.85","6623.3","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_private_rank"":0}"
"f0f4a6ff8748-R001","/Users/luxiaogen/Desktop/loda_logs/9-16/9_16_top2_oracle_diagnostic_3090.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/f0f4a6ff87_9_16_top2_oracle_diagnostic_3090.log","f0f4a6ff8748cfe645c2bba2602cd1b6d92ad22d5eb0d9711b45f1e71507990a","29","1299","","3090","ImageNet_R","1993","imgr10_top2_oracle_diagnostic_seed1993","T10","10","10","metrics_complete","9938fa3f0c8dccea5c9786b449746dc345b90b665aa5fe1900a5d2c194cfaa4d","87.11800000000001","82.6","82.22","86.18","5.6156","96.66","6408.43","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_private_rank"":0}"
"7732a46ab47c-R001","/Users/luxiaogen/Desktop/loda_logs/9-16/9_16_top2_oracle_diagnostic_5090.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/7732a46ab4_9_16_top2_oracle_diagnostic_5090.log","7732a46ab47c05fdfd79a86a02555deace489eed43dffac2b85180035b31aa9c","29","2450","","5090","ImageNet_R","1993","imgr20_top2_oracle_diagnostic_seed1993","T20","20","20","metrics_complete","02f91f1c9e8528a928dc1c025b3ee0f363e4b2cb800246e3ce4222fc00d79747","85.76","80.9","80.68","85.61","6.3368","96.85","7506.23","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_private_rank"":0}"
"e36db665d62c-R001","/Users/luxiaogen/Desktop/loda_logs/9-17/9_17_imgr10_p_conflict_merge_filter_5090.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/e36db665d6_9_17_imgr10_p_conflict_merge_filter_5090.log","e36db665d62c4309183d4b6f7eb0412c142340a2129f776c019c0ab28888c309","17","1380","","5090","ImageNet_R","1993","imgr10_p_conflict_merge_filter_seed1993","T10","10","10","metrics_complete","14e23a2ca628a28e652a432afd8a0cb6952a3ea9fea64abb73b36920581061ee","86.86500000000001","82.4","82.05","85.66","5.4789","96.52","3486.49","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_private_rank"":0}"
"21f151f63689-R001","/Users/luxiaogen/Desktop/loda_logs/9-17/9_17_imgr10_w0_prototype_consistency_3090_seed1993.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/21f151f636_9_17_imgr10_w0_prototype_consistency_3090_seed1993.log","21f151f63689e4473e3de9c6fc2129d60c2a465094e75d03de512cf379e99697","29","1297","","3090","ImageNet_R","1993","imgr10_w0_prototype_consistency_seed1993","T10","10","10","metrics_complete","9938fa3f0c8dccea5c9786b449746dc345b90b665aa5fe1900a5d2c194cfaa4d","87.08200000000001","82.73","82.42","85.66","5.2622","96.52","6561.84","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_private_rank"":0}"
"a17c7e05a300-R001","/Users/luxiaogen/Desktop/loda_logs/9-17/9_17_imgr10_w0_prototype_consistency_5090_seed1993.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/a17c7e05a3_9_17_imgr10_w0_prototype_consistency_5090_seed1993.log","a17c7e05a3003de416f6fa246cc163e545f909e965ff42ef838d065c6d8098ad","29","1299","","5090","ImageNet_R","1993","imgr10_w0_prototype_consistency_seed1993","T10","10","10","metrics_complete","9938fa3f0c8dccea5c9786b449746dc345b90b665aa5fe1900a5d2c194cfaa4d","87.04799999999999","82.6","82.18","86.53","5.3711","96.52","4644.95","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_private_rank"":0}"
"4ff2ba2fbbfa-R001","/Users/luxiaogen/Desktop/loda_logs/9-17/9_17_task_consistency_3090_overnight.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/4ff2ba2fbb_9_17_task_consistency_3090_overnight.log","4ff2ba2fbbfa6357029741c95de2cd979800466e3ccaf02551bd949a2775023b","36","1325","cbf34a0","3090","ImageNet_R","1993","imgr10_task_consistency_seed1993","T10","10","10","metrics_complete","976d9c0bffb78971c42bdde073ab8fe46bff461f9f4be0f71702381818c467ef","86.925","82.23","81.92","85.15","5.6444","96.23","6498.08","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_private_rank"":0}"
"4ff2ba2fbbfa-R002","/Users/luxiaogen/Desktop/loda_logs/9-17/9_17_task_consistency_3090_overnight.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/4ff2ba2fbb_9_17_task_consistency_3090_overnight.log","4ff2ba2fbbfa6357029741c95de2cd979800466e3ccaf02551bd949a2775023b","1325","3760","cbf34a0","3090","ImageNet_R","1993","imgr20_task_consistency_seed1993","T20","20","20","metrics_complete","273c5251cf129987ab903b16d3bea093630aa33b59eda57484386efd90519c18","85.75450000000001","80.68","80.47","85.24","6.4347","96.53","10880.88","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_private_rank"":0}"
"4ff2ba2fbbfa-R003","/Users/luxiaogen/Desktop/loda_logs/9-17/9_17_task_consistency_3090_overnight.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/4ff2ba2fbb_9_17_task_consistency_3090_overnight.log","4ff2ba2fbbfa6357029741c95de2cd979800466e3ccaf02551bd949a2775023b","3760","6195","cbf34a0","3090","ImageNet_R","1996","imgr20_task_consistency_seed1996","T20","20","20","metrics_complete","6ab034da7d4450bbdabce62d48ae828e7a675720746c9ab4212a11104dd0a815","84.861","80.27","79.79","88.36","7.7047","94.2","10696.19","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_private_rank"":0}"
"4ff2ba2fbbfa-R004","/Users/luxiaogen/Desktop/loda_logs/9-17/9_17_task_consistency_3090_overnight.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/4ff2ba2fbb_9_17_task_consistency_3090_overnight.log","4ff2ba2fbbfa6357029741c95de2cd979800466e3ccaf02551bd949a2775023b","6195","8617","cbf34a0","3090","ImageNet_R","1997","imgr20_task_consistency_seed1997","T20","20","20","metrics_complete","0a04b4bbe555f5dff7751988c1c4d48ab25f30b9073f20cf825d02f661bd3a1f","84.86800000000001","80.73","80.3","89.08","6.9284","96.21","10465.63","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_private_rank"":0}"
"b3694f8f9439-R001","/Users/luxiaogen/Desktop/loda_logs/9-17/9_17_task_consistency_5090_overnight.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/b3694f8f94_9_17_task_consistency_5090_overnight.log","b3694f8f9439c47135605d1140f402d42bb6e88aad2afb4407b1d28cff07695a","43","1330","cbf34a0","5090","ImageNet_R","1993","imgr10_task_consistency_seed1993","T10","10","10","metrics_complete","976d9c0bffb78971c42bdde073ab8fe46bff461f9f4be0f71702381818c467ef","86.97800000000001","82.45","82.11","85.66","5.3889","96.23","4136.07","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_private_rank"":0}"
"b3694f8f9439-R002","/Users/luxiaogen/Desktop/loda_logs/9-17/9_17_task_consistency_5090_overnight.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/b3694f8f94_9_17_task_consistency_5090_overnight.log","b3694f8f9439c47135605d1140f402d42bb6e88aad2afb4407b1d28cff07695a","1330","2614","cbf34a0","5090","ImageNet_R","1996","imgr10_task_consistency_seed1996","T10","10","10","metrics_complete","47843259d67427c19281765c39a649031e308ff05ed20569abbc612d53f03116","86.60499999999999","82.02","81.44","87.17","7.4233","95","4064.22","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_private_rank"":0}"
"b3694f8f9439-R003","/Users/luxiaogen/Desktop/loda_logs/9-17/9_17_task_consistency_5090_overnight.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/b3694f8f94_9_17_task_consistency_5090_overnight.log","b3694f8f9439c47135605d1140f402d42bb6e88aad2afb4407b1d28cff07695a","2614","3898","cbf34a0","5090","ImageNet_R","1997","imgr10_task_consistency_seed1997","T10","10","10","metrics_complete","295b5cef94e3c102a62c4aaa252468d14018151ae67a7fa30e6bacf09a35dd77","86.406","82.3","81.45","90.14","6.7611","95.32","4040.32","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_private_rank"":0}"
"b3694f8f9439-R004","/Users/luxiaogen/Desktop/loda_logs/9-17/9_17_task_consistency_5090_overnight.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/b3694f8f94_9_17_task_consistency_5090_overnight.log","b3694f8f9439c47135605d1140f402d42bb6e88aad2afb4407b1d28cff07695a","3898","5181","cbf34a0","5090","CUB","1993","cub10_task_consistency_seed1993","T10","10","10","metrics_complete","f1a782719df37305a7ad89e9d2af92e262156e56158d7e218eb0727ea041f48d","93.65199999999999","90.16","90.41","87.83","4.48","98.38","1687.63","{""init_epoch"":20,""epochs"":20,""init_lr"":0.005,""lrate"":0.005,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_private_rank"":0}"
"b3694f8f9439-R005","/Users/luxiaogen/Desktop/loda_logs/9-17/9_17_task_consistency_5090_overnight.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/b3694f8f94_9_17_task_consistency_5090_overnight.log","b3694f8f9439c47135605d1140f402d42bb6e88aad2afb4407b1d28cff07695a","5181","6465","cbf34a0","5090","CUB","1996","cub10_task_consistency_seed1996","T10","10","10","metrics_complete","ca1f8fe4043d5bc85b563904c49e60d5ab34cbf1bf6487d1c3473587df7dc9ec","94.63699999999999","90.54","91.17","85.06","4.0522","100","1688.91","{""init_epoch"":20,""epochs"":20,""init_lr"":0.005,""lrate"":0.005,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_private_rank"":0}"
"b3694f8f9439-R006","/Users/luxiaogen/Desktop/loda_logs/9-17/9_17_task_consistency_5090_overnight.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/b3694f8f94_9_17_task_consistency_5090_overnight.log","b3694f8f9439c47135605d1140f402d42bb6e88aad2afb4407b1d28cff07695a","6465","7751","cbf34a0","5090","CUB","1997","cub10_task_consistency_seed1997","T10","10","10","metrics_complete","f0e67bbc53e5c8cefc564542ecffce21bf4b4b9d6ec82bb0a7416d4a6d721b0b","93.563","90.5","91.04","85.71","3.2422","96.55","1685.18","{""init_epoch"":20,""epochs"":20,""init_lr"":0.005,""lrate"":0.005,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_private_rank"":0}"
"b3694f8f9439-R007","/Users/luxiaogen/Desktop/loda_logs/9-17/9_17_task_consistency_5090_overnight.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/b3694f8f94_9_17_task_consistency_5090_overnight.log","b3694f8f9439c47135605d1140f402d42bb6e88aad2afb4407b1d28cff07695a","7751","9036","cbf34a0","5090","ImageNet_A","1993","imga10_task_consistency_seed1993","T10","10","10","metrics_complete","9d8dfb1fdb5f9c0624095b26513b45850aaea1baa507f76331b12617931104fd","74.753","65.31","64.59","73.39","11.9156","86.86","1174.4","{""init_epoch"":20,""epochs"":20,""init_lr"":0.01,""lrate"":0.01,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_private_rank"":0}"
"b3694f8f9439-R008","/Users/luxiaogen/Desktop/loda_logs/9-17/9_17_task_consistency_5090_overnight.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/b3694f8f94_9_17_task_consistency_5090_overnight.log","b3694f8f9439c47135605d1140f402d42bb6e88aad2afb4407b1d28cff07695a","9036","10322","cbf34a0","5090","ImageNet_A","1996","imga10_task_consistency_seed1996","T10","10","10","metrics_complete","919e5ed24188d6cc6188545af649840fcbe624ee70aae3ac43561e78cac2b0fa","73.13199999999999","66.16","65.27","71.84","11.0078","86.34","1136.6","{""init_epoch"":20,""epochs"":20,""init_lr"":0.01,""lrate"":0.01,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_private_rank"":0}"
"b3694f8f9439-R009","/Users/luxiaogen/Desktop/loda_logs/9-17/9_17_task_consistency_5090_overnight.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/b3694f8f94_9_17_task_consistency_5090_overnight.log","b3694f8f9439c47135605d1140f402d42bb6e88aad2afb4407b1d28cff07695a","10322","11606","cbf34a0","5090","ImageNet_A","1997","imga10_task_consistency_seed1997","T10","10","10","metrics_complete","c50420b306c17ad3f890da7f52f110dd95c4e1a03a6a906fd843cd9a36f53525","72.652","64.91","63.05","77.72","12.4433","85.4","1160.2","{""init_epoch"":20,""epochs"":20,""init_lr"":0.01,""lrate"":0.01,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_private_rank"":0}"
"b3694f8f9439-R010","/Users/luxiaogen/Desktop/loda_logs/9-17/9_17_task_consistency_5090_overnight.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/b3694f8f94_9_17_task_consistency_5090_overnight.log","b3694f8f9439c47135605d1140f402d42bb6e88aad2afb4407b1d28cff07695a","11606","12891","cbf34a0","5090","cifar100","1993","cifar10_task_consistency_seed1993","T10","10","10","metrics_complete","83ed6a021e8a5f0890cc4a7123350279b0dd4613cf2754d56abf11f7784d1c55","94.866","91.8","91.77","92.1","2.9778","99.4","7467.21","{""init_epoch"":20,""epochs"":20,""init_lr"":0.005,""lrate"":0.005,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_private_rank"":0}"
"b3694f8f9439-R011","/Users/luxiaogen/Desktop/loda_logs/9-17/9_17_task_consistency_5090_overnight.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/b3694f8f94_9_17_task_consistency_5090_overnight.log","b3694f8f9439c47135605d1140f402d42bb6e88aad2afb4407b1d28cff07695a","12891","14182","cbf34a0","5090","cifar100","1996","cifar10_task_consistency_seed1996","T10","10","10","metrics_complete","ee1dec904059543eb459d889ad3228d07e360d94cd0cf74551989e6cc4e7fe4a","94.935","91.63","91.54","92.4","3.6333","99.2","7701.35","{""init_epoch"":20,""epochs"":20,""init_lr"":0.005,""lrate"":0.005,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_private_rank"":0}"
"b3694f8f9439-R012","/Users/luxiaogen/Desktop/loda_logs/9-17/9_17_task_consistency_5090_overnight.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/b3694f8f94_9_17_task_consistency_5090_overnight.log","b3694f8f9439c47135605d1140f402d42bb6e88aad2afb4407b1d28cff07695a","14182","15456","cbf34a0","5090","cifar100","1997","cifar10_task_consistency_seed1997","T10","10","10","metrics_complete","88a3c585265bdd9e2ad515b54462291598cbefb564fd8789dce2b0e562e82922","93.307","91.77","91.41","95","3.1222","98.9","7516.16","{""init_epoch"":20,""epochs"":20,""init_lr"":0.005,""lrate"":0.005,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_private_rank"":0}"
"96a86ca76b1d-R001","/Users/luxiaogen/Desktop/loda_logs/9-19/9_19_p_region_diagnostic_3090.log","docs/experiments/raw/experiments/2026.09.26_实验查重_DM-B-260926-006/96a86ca76b_9_19_p_region_diagnostic_3090.log","96a86ca76b1dd8fc6397c27e88c42b922fbc7aa0d71a9feb82e59197a171ca56","22","1052","","3090","ImageNet_R","1993","imgr10_region_diagnostic_seed1993_20260919_183702","T10","10","10","metrics_complete","0831021ea48aa610736aa1703bf96344604bcf91efaaca403aa0bbfda0b9d1a2","87.019","82.4","82.05","85.66","5.5011","96.37","4926.6","{""init_epoch"":20,""epochs"":20,""init_lr"":0.02,""lrate"":0.02,""ca_epochs"":5,""dual_mask_anchor_reg_weight"":10,""dual_mask_reg_weight"":0.01,""dual_mask_conflict_reg_enabled"":false,""dual_mask_conflict_ratio"":0.1,""dual_mask_conflict_strength"":0.5,""dual_mask_conflict_energy_adaptive"":true,""dual_mask_conflict_old_overlap_adaptive"":true,""dual_mask_private_conflict_mode"":""global"",""dual_mask_private_rank"":0}"
